customer_id,first_name,last_name,email,country,signup_date,account_status
141,Donald,Bailey,brookehurley@yahoo.com,Moldova,2024-03-13,Inactive
142,Dawn,Murphy,lucasrodney@smith-parker.com,Guam,2024-08-30,Active
143,James,Cooke,phillipskristin@wise.com,Panama,2024-01-11,Active
144,Nancy,Williamson,francisguerra@hotmail.com,Sudan,2023-04-20,Active
145,Jennifer,Williams,tarabishop@hotmail.com,Slovenia,2024-07-03,Active
146,Jesus,Allen,michealvalentine@yahoo.com,Kyrgyz Republic,2023-10-17,Blocked
147,Kimberly,Shaw,lisasolis@gmail.com,Tunisia,2023-08-29,Active
148,Brett,Castillo,dawsonzachary@gmail.com,Finland,2022-12-14,Blocked
149,Kathryn,Nelson,odavis@wilkerson-arias.biz,Austria,2024-04-12,Inactive
150,Wayne,Young,jeffrey51@santos.com,United States Virgin Islands,2024-08-08,Blocked
151,Heather,Taylor,fgilbert@gmail.com,Equatorial Guinea,2023-07-07,Active
152,Mary,Dunn,parsonsjohn@gmail.com,Australia,2023-08-11,Inactive
153,Robert,Bauer,rodriguezrebecca@hotmail.com,Martinique,2022-08-31,Inactive
154,Crystal,Andrews,ruben95@duncan.com,Mali,2024-02-17,Blocked
155,Carlos,Fox,cmarks@hughes.com,Solomon Islands,2022-11-18,Inactive
156,Michael,Quinn,dennis58@li-thompson.info,Qatar,2024-08-18,Blocked
157,Crystal,Cain,mjohnson@moody.com,Venezuela,2023-11-30,Inactive
158,Zachary,Hays,benjamin34@yahoo.com,Tokelau,2022-10-19,Blocked
159,Michelle,Rivera,samuel67@morgan-lopez.info,Heard Island and McDonald Islands,2024-10-20,Active
160,Joseph,Miller,jordanwanda@gmail.com,Mauritius,2023-11-05,Blocked
161,Manuel,Miller,sean62@hotmail.com,Kenya,2024-02-03,Blocked
162,Sergio,Acosta,yhill@gmail.com,Belarus,2025-06-13,Active
163,Dana,Cox,thomascathy@johnson-jones.com,Guyana,2024-03-22,Blocked
164,Stacy,Johnson,xrush@hines-berry.net,Haiti,2024-04-15,Blocked
165,Leonard,Ramirez,fitzgeraldvictor@mcintyre-wilson.com,Romania,2024-06-29,Inactive
166,Jason,Carr,davidfarrell@yahoo.com,China,2024-06-27,Blocked
167,Wendy,Cochran,jenna88@yahoo.com,Uganda,2023-11-14,Inactive
168,Melissa,Joseph,william13@young.com,Guyana,2024-12-13,Active
169,Ashley,Mcdonald,jonesraymond@higgins.org,Barbados,2023-02-16,Inactive
170,Teresa,Day,wfrazier@gmail.com,Turkey,2024-12-09,Inactive
171,Danielle,White,dshaw@holmes.com,Central African Republic,2023-12-20,Active
172,Sarah,Perez,kingcynthia@hotmail.com,Falkland Islands (Malvinas),2023-02-16,Inactive
173,Colleen,Mendez,brittanycarpenter@hopkins.org,Guadeloupe,2024-12-28,Active
174,Blake,Shields,frykelli@curtis-wang.biz,Nicaragua,2025-04-24,Blocked
175,Anthony,Small,timothy64@yahoo.com,Barbados,2025-07-10,Blocked
176,Brian,Gonzales,mharris@gmail.com,Germany,2023-12-15,Inactive
177,Jessica,Valencia,kathleenrobertson@gmail.com,Ghana,2023-08-16,Blocked
178,Steven,Adams,colinroberts@lin-barnes.com,Suriname,2023-12-27,Active
179,Sarah,Griffith,tyronerobertson@koch-jimenez.com,Western Sahara,2024-04-07,Blocked
180,William,Levy,brandon47@khan.net,Algeria,2023-01-19,Active
181,Ryan,Khan,zdiaz@gmail.com,Mongolia,2024-12-25,Blocked
182,James,Tran,wgordon@ramirez.com,Brunei Darussalam,2023-01-03,Inactive
183,Phillip,Norton,kari39@hotmail.com,Iran,2024-09-20,Blocked
184,Billy,Williams,jstone@hotmail.com,Uganda,2024-10-14,Blocked
185,Donald,Velazquez,phillipjensen@yahoo.com,Namibia,2024-01-10,Blocked
186,William,Hicks,thomas05@yahoo.com,Peru,2023-01-23,Active
187,Tina,Silva,pbaker@lane.com,Mali,2025-04-09,Active
188,Jennifer,Hampton,lorraineallen@hotmail.com,Yemen,2025-07-29,Inactive
189,Daniel,Smith,shernandez@gmail.com,Isle of Man,2024-09-23,Active
190,Kimberly,Knapp,aprilhoffman@mendoza.info,United States Minor Outlying Islands,2024-11-11,Blocked
191,Matthew,Gomez,plee@yahoo.com,Micronesia,2023-11-12,Blocked
192,Jeffrey,Dudley,janet75@yahoo.com,Guernsey,2024-12-23,Active
193,Sarah,Pope,david86@yahoo.com,Svalbard & Jan Mayen Islands,2024-01-24,Blocked
194,Stephanie,Ballard,robertsjennifer@yahoo.com,Uzbekistan,2024-06-23,Inactive
195,Diana,Burgess,marianelson@horton.org,Dominican Republic,2023-08-17,Inactive
196,Brent,Stein,briangutierrez@kennedy.net,Vanuatu,2023-04-08,Active
197,Richard,Donovan,wsantos@yahoo.com,Gibraltar,2023-10-23,Active
198,Debbie,Velez,amandasharp@gentry.biz,Turkmenistan,2023-05-06,Inactive
199,Sarah,Johnson,vlopez@yahoo.com,Turkey,2022-10-03,Inactive
200,Albert,Bradley,justin88@small-anderson.net,Lao People's Democratic Republic,2023-10-03,Active
201,James,Rodriguez,twong@smith.com,Mongolia,2025-06-18,Active
202,Katherine,Thompson,frobertson@yahoo.com,Paraguay,2023-01-01,Active
203,Jack,Taylor,adamreyes@yahoo.com,Sao Tome and Principe,2023-09-24,Blocked
204,Stephanie,Turner,desiree30@wilson.net,Uzbekistan,2025-08-02,Active
205,Kayla,Vaughn,christina32@yahoo.com,Cape Verde,2024-07-12,Active
206,Julie,Obrien,ztodd@hotmail.com,Sweden,2023-07-11,Blocked
207,Kathleen,Becker,xrice@stark.com,Switzerland,2024-12-03,Inactive
208,Rebecca,Harris,markmeyer@frazier.org,Liechtenstein,2022-12-25,Active
209,Rachel,Griffin,aanderson@elliott-hansen.com,Saint Kitts and Nevis,2022-09-08,Blocked
210,Randy,Velasquez,williamsmelvin@weaver.com,Vietnam,2024-08-08,Active
211,Anthony,Ortiz,ybrooks@kane-knox.biz,Belgium,2025-07-01,Active
212,Tamara,Baxter,david86@anderson.com,French Southern Territories,2024-07-25,Blocked
213,Emily,Stephens,johnreed@yahoo.com,Comoros,2023-01-28,Inactive
214,Antonio,Keller,jamiegarcia@griffin.com,Ecuador,2022-10-13,Blocked
215,Richard,Young,taylorvictoria@cabrera.org,Ghana,2025-01-19,Active
216,Carla,Chambers,kevinthomas@hotmail.com,Maldives,2023-07-15,Inactive
217,Robert,Hill,dpeters@david-powers.net,Ghana,2025-07-22,Blocked
218,Robert,Hernandez,karenwells@gmail.com,French Southern Territories,2023-03-18,Blocked
219,Linda,Melendez,igrant@yahoo.com,Ecuador,2023-09-06,Inactive
220,James,Lucas,christopher30@yahoo.com,Honduras,2025-06-17,Active
221,Cassidy,Williams,lindamatthews@hansen.com,Gabon,2022-08-29,Blocked
222,Jason,Lee,srocha@padilla.com,Singapore,2023-10-19,Blocked
223,Oscar,Ferguson,jose87@yahoo.com,Bolivia,2024-08-04,Blocked
224,Kathleen,Flores,lawrence09@figueroa.com,Mexico,2025-01-29,Active
225,Beth,Butler,markjames@porter.com,Equatorial Guinea,2024-09-03,Blocked
226,Tammy,May,yjackson@yahoo.com,Chile,2023-03-11,Inactive
227,Jennifer,Freeman,combscharles@williams.com,Bangladesh,2023-03-28,Inactive
228,Albert,Wagner,williamsonelizabeth@hotmail.com,United States Minor Outlying Islands,2024-08-25,Blocked
229,Donna,Smith,smithjennifer@hotmail.com,France,2022-09-01,Blocked
230,Wayne,Wolfe,danieldavis@gmail.com,Dominican Republic,2023-05-31,Inactive
231,Christine,King,laura15@yahoo.com,Kuwait,2024-12-30,Inactive
232,John,Terry,valdezmichele@gmail.com,Bermuda,2024-04-26,Blocked
233,Nicholas,Tran,warnerchristopher@newman-rivera.com,Ukraine,2024-11-03,Inactive
234,Samantha,Hall,brandon14@hotmail.com,Monaco,2025-05-24,Active
235,Antonio,Mcfarland,alibrenda@hotmail.com,Swaziland,2024-04-15,Active
236,Sarah,Evans,irhodes@reyes-singh.com,Macao,2024-01-25,Active
237,Brian,Kim,cassie99@novak-nguyen.com,Slovenia,2024-07-05,Active
238,Tracy,Kelly,llopez@hotmail.com,Hong Kong,2022-12-17,Inactive
239,Kelsey,Phillips,millereric@bowers.com,Botswana,2022-12-26,Active
240,Adam,Parker,curtis12@yahoo.com,Kiribati,2024-12-18,Blocked
241,Angela,Russell,gomezchristopher@mueller.biz,Iceland,2022-12-15,Blocked
242,Jenny,Hansen,ginajackson@turner-snyder.com,Chad,2024-06-11,Active
243,Joshua,Evans,johnathan37@jensen.com,Yemen,2024-04-11,Blocked
244,Martin,Oliver,pcook@hotmail.com,Burkina Faso,2023-11-15,Active
245,Malik,Valentine,zedwards@carter-neal.info,Montserrat,2023-08-17,Active
246,Mark,Ramirez,daniel93@hotmail.com,Mauritius,2023-05-12,Active
247,Erin,Pierce,samuelcarter@hotmail.com,Bangladesh,2024-05-02,Blocked
248,Emily,Taylor,johnnymoore@yahoo.com,Somalia,2024-03-13,Blocked
249,Charles,Ewing,sferguson@yahoo.com,Mauritius,2022-10-02,Active
250,Krystal,Ward,mackdiane@jackson-salazar.org,Oman,2025-06-23,Active
251,Deborah,Rasmussen,grodriguez@yahoo.com,Cyprus,2024-10-07,Active
252,Julie,Grant,dbrooks@chapman.com,Liberia,2023-01-15,Active
253,Kenneth,Knapp,guerrajessica@collins-gibson.com,Maldives,2024-08-25,Inactive
254,Michael,Davis,carlos01@gmail.com,Thailand,2024-01-20,Active
255,Deborah,Byrd,zacharyarnold@castro-mullen.com,South Georgia and the South Sandwich Islands,2024-04-26,Blocked
256,Crystal,Lopez,njohnson@gmail.com,Korea,2025-02-10,Active
257,Russell,Smith,joshuapadilla@ray.com,Haiti,2023-12-25,Inactive
258,James,Wilson,candice96@hotmail.com,Brazil,2024-01-28,Blocked
259,Michael,Ellis,samantha91@anderson.com,Holy See (Vatican City State),2025-07-18,Inactive
260,Donald,Price,fhenderson@medina.com,Micronesia,2023-04-22,Active
261,Tracy,Taylor,wharvey@gmail.com,Libyan Arab Jamahiriya,2023-03-06,Blocked
262,James,Cruz,acohen@hotmail.com,Tajikistan,2024-06-25,Active
263,Tracy,Miller,kellyhill@roberts.info,Mayotte,2024-10-07,Blocked
264,Daniel,Wilson,wolfscott@gmail.com,Jamaica,2023-01-12,Blocked
265,Jill,Valdez,nancy07@bailey-montoya.info,Tonga,2023-02-04,Blocked
266,Kimberly,Young,imartin@gmail.com,Suriname,2023-06-23,Inactive
267,Linda,Hudson,mariopadilla@yahoo.com,Montenegro,2023-09-25,Active
268,Stephanie,Robertson,sydneyfloyd@riddle.com,Reunion,2023-02-28,Inactive
269,John,Dawson,kburns@adams.com,Iraq,2024-10-14,Inactive
270,Kara,Neal,uclements@hotmail.com,Afghanistan,2022-12-28,Active
271,Jessica,Ellis,flynnraymond@yahoo.com,Sweden,2023-07-01,Active
272,Troy,Morris,amy29@yahoo.com,Solomon Islands,2024-01-21,Active
273,Patricia,Farmer,simsmary@martinez.info,Korea,2022-08-07,Blocked
274,Victoria,Patterson,erik41@ward.com,Austria,2024-04-12,Inactive
275,Connie,Barber,trios@smith.com,Bulgaria,2025-02-13,Inactive
276,Jeremy,Frazier,dominguezlisa@benson-woods.com,Hungary,2022-12-22,Inactive
277,Jessica,Garcia,nicole26@gmail.com,Norway,2025-06-22,Inactive
278,Douglas,Moreno,scottbowen@goodman.info,Tokelau,2023-07-09,Inactive
279,Christopher,Garcia,bbell@moody-wright.com,Egypt,2024-12-12,Blocked
280,Carolyn,Griffith,abbottdominique@yahoo.com,Costa Rica,2024-10-18,Active
281,Catherine,Lopez,debbie37@yahoo.com,Bouvet Island (Bouvetoya),2023-08-15,Blocked
282,Victor,Wheeler,sarah26@fisher.info,Zimbabwe,2022-11-27,Blocked
283,Alvin,Jones,billbrown@yahoo.com,Macedonia,2023-10-25,Blocked
284,Courtney,Mason,fmiles@hotmail.com,Martinique,2024-11-18,Active
285,Christina,Ramirez,dixonjames@gmail.com,Martinique,2023-12-26,Active
286,Peter,Walters,holly30@miller.com,Korea,2025-03-14,Inactive
287,Chelsea,Parker,smithderrick@martin.net,Malaysia,2023-09-12,Blocked
288,Gary,Martinez,wiseanthony@yahoo.com,Faroe Islands,2024-10-27,Inactive
289,Caleb,Joseph,xgibson@porter.com,Heard Island and McDonald Islands,2023-04-07,Active
290,Jonathan,Garcia,joycesmith@sanchez.com,Hungary,2023-03-27,Active
291,Harold,Horne,pwalker@moon-flores.com,Montenegro,2024-03-07,Active
292,David,Nunez,jeffreyblack@finley.info,Tonga,2023-10-18,Active
293,Kiara,Collins,msmith@elliott-torres.org,Ecuador,2024-07-26,Blocked
294,Micheal,Bonilla,edwardrandolph@hall.com,Zambia,2024-01-08,Inactive
295,Aaron,Sandoval,harristonya@yahoo.com,Liechtenstein,2022-11-07,Active
296,Teresa,Thomas,williamsjesse@hotmail.com,Isle of Man,2025-07-29,Inactive
297,Paula,Ellis,wagnerdana@jones-bradley.biz,Panama,2023-02-25,Active
298,Joel,Green,vhaynes@yahoo.com,Ghana,2024-07-09,Inactive
299,Joseph,Jones,kimberlyrichards@garcia.info,Germany,2024-04-28,Inactive
300,David,Howard,qparker@davis.com,Sweden,2025-08-04,Active
